Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate,Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
25,0,41,3,13,1,96,76,98,0,2,25,9,1
26,1,11,0,7,0,84,79,71,1,2,21,10,1
18,0,48,3,1,1,61,80,52,1,1,15,7,1
21,1,18,2,17,0,79,72,63,1,2,19,7,1
28,0,49,2,6,1,74,93,65,1,2,23,7,0
19,0,8,1,16,1,71,71,56,0,2,23,4,1
28,0,40,2,13,0,58,94,85,1,2,24,5,0
27,0,24,0,1,1,67,69,73,1,2,28,4,2
26,1,32,0,7,1,72,77,69,1,1,5,5,1
28,1,19,0,0,1,93,97,56,0,2,27,5,0
27,1,18,2,11,0,57,60,66,1,0,2,10,2
26,0,33,1,20,1,55,65,61,1,0,15,8,2
28,0,26,2,20,0,69,99,61,1,2,7,9,0
21,0,6,3,8,1,84,100,83,1,2,5,4,0
18,1,42,2,10,1,96,91,76,0,1,6,5,0
27,0,12,2,19,1,52,86,90,1,0,9,4,0
23,0,41,2,1,0,68,50,96,1,0,2,6,3
22,0,30,0,12,1,57,64,75,1,1,17,9,2
24,0,5,3,13,0,73,95,58,1,1,28,7,0
22,1,6,1,14,1,84,69,58,0,2,21,7,2
23,1,21,3,19,0,59,48,94,1,2,14,4,3
21,0,38,2,8,0,58,64,99,0,2,30,4,2
27,1,41,2,0,1,68,49,95,0,2,8,8,3
24,0,24,3,0,0,98,41,51,1,2,0,4,3
25,1,26,0,15,1,50,95,99,1,2,11,4,0
18,0,41,2,5,1,92,78,55,1,2,25,8,1
23,1,40,0,6,0,94,67,97,0,2,10,10,2
27,0,22,0,19,1,76,100,67,0,0,6,8,0
23,1,13,3,4,1,58,96,93,1,2,16,10,0
23,1,22,2,12,1,88,49,76,0,2,2,4,3
29,1,41,2,20,1,50,74,61,0,1,8,6,1
19,0,43,3,1,0,58,69,97,1,2,27,7,2
22,1,6,1,19,1,87,57,73,0,1,16,8,2
18,0,24,1,11,1,82,97,67,0,1,10,10,0
19,1,41,3,19,1,86,55,76,0,2,11,7,2
29,1,28,2,12,1,68,46,68,0,2,16,9,3
23,0,16,1,2,0,89,41,86,0,2,11,4,3
28,1,35,2,3,1,64,43,51,0,2,21,7,3
20,0,27,3,6,1,76,62,74,1,1,2,5,2
25,1,40,2,12,1,95,87,56,1,2,21,10,0
27,0,16,0,18,1,60,90,77,0,1,25,5,0
20,0,26,2,19,1,82,97,62,1,1,23,5,0
19,0,9,3,2,1,76,76,92,1,2,28,8,1
28,0,36,1,11,0,77,57,88,1,1,26,9,2
29,1,8,2,15,0,78,67,72,0,0,1,8,2
25,0,30,2,14,1,91,98,76,0,0,11,4,0
29,0,34,2,17,1,99,73,93,1,2,5,8,1
29,0,49,2,18,1,64,62,83,1,2,20,7,2
29,1,24,2,7,1,53,79,84,1,0,17,6,1
18,0,41,1,5,0,95,41,86,1,1,4,7,3
29,0,33,0,14,1,84,52,63,1,2,7,6,3
26,0,37,2,3,1,57,46,56,1,2,4,10,3
18,1,16,0,2,1,54,75,84,0,1,23,8,1
27,1,12,0,18,0,54,62,52,1,0,16,6,2
24,0,35,3,6,1,67,90,74,1,0,1,9,0
23,0,19,1,3,1,73,77,71,1,2,16,10,1
20,1,14,3,17,0,76,60,76,1,1,12,10,2
29,0,38,2,15,0,64,52,60,1,2,10,5,3
29,0,33,2,12,0,95,52,69,1,0,12,6,3
25,0,15,1,11,1,55,79,76,1,2,30,5,1
18,0,41,2,0,0,73,87,79,1,0,3,5,0
28,1,45,3,12,1,85,48,85,0,0,5,6,3
25,0,30,2,16,1,56,91,83,1,1,5,6,0
24,0,45,2,4,1,51,71,93,1,2,21,9,1
21,1,6,0,18,0,75,48,50,0,2,8,4,3
20,0,21,0,2,1,97,43,59,1,1,26,10,3
25,1,15,1,4,1,75,57,70,1,2,4,7,2
23,0,34,2,11,0,60,90,87,1,2,11,7,0
24,1,8,2,8,1,63,80,71,1,2,21,7,1
18,1,11,1,20,0,62,50,77,0,0,29,5,3
26,1,28,3,12,1,64,98,83,1,1,6,7,0
19,1,20,3,5,0,83,87,71,1,2,14,9,0
18,0,45,3,10,1,60,82,70,1,1,14,8,1
24,0,46,3,8,1,52,78,82,1,0,5,7,1
22,0,48,0,15,1,55,81,68,1,0,17,5,1
20,0,37,3,15,1,52,92,75,1,0,14,8,0
20,0,33,2,1,0,52,67,93,1,2,27,6,2
27,1,42,2,10,0,50,56,86,0,1,21,8,2
25,1,26,2,5,0,68,92,86,0,2,1,7,0
21,0,45,1,14,1,54,74,96,1,2,4,7,1
26,1,32,1,20,1,59,64,79,0,0,10,4,2
21,1,24,2,8,1,56,76,77,0,2,6,10,1
21,0,7,0,9,1,74,71,63,1,0,1,5,1
27,1,47,0,10,1,91,77,51,0,2,6,4,1
21,0,16,0,15,1,59,52,80,0,2,7,7,3
27,0,13,0,2,1,75,82,85,0,2,4,5,1
23,0,36,0,20,1,92,56,94,0,1,2,4,2
28,0,13,3,9,0,78,97,95,0,0,17,6,0
18,0,45,2,7,1,82,41,98,1,0,12,7,3
18,1,15,0,9,0,98,73,96,0,2,21,6,1
19,1,44,0,11,1,58,100,70,1,0,24,7,0
26,0,39,2,17,0,52,100,59,1,2,4,4,0
22,0,42,2,5,1,59,87,62,1,0,3,10,0
21,1,16,3,13,1,61,95,83,0,1,1,6,0
20,1,45,3,20,1,69,93,53,0,1,3,4,0
18,0,14,0,6,0,88,52,60,1,2,27,9,3
27,0,34,0,16,1,77,40,72,0,0,30,10,3
20,0,15,0,6,1,94,57,56,1,2,9,8,2
21,1,25,1,6,1,93,56,83,1,0,2,10,2
24,1,41,3,8,1,99,81,57,0,1,10,7,1
29,0,40,3,4,1,60,54,53,1,0,26,4,3
23,0,9,2,2,1,54,99,65,0,1,25,8,0
22,1,18,1,2,1,86,90,60,1,2,0,10,0
18,0,7,1,12,1,76,93,81,0,1,4,7,0
21,1,13,1,11,1,72,92,64,0,2,29,5,0
25,1,18,1,0,1,57,99,64,1,1,26,8,0
20,0,6,1,16,1,85,68,77,1,1,29,4,2
22,0,16,2,12,0,53,41,59,0,2,2,4,3
23,1,31,2,6,0,97,51,74,1,0,29,8,3
22,1,38,2,18,1,76,76,81,1,0,28,9,1
29,0,23,2,17,1,73,81,80,0,0,24,4,1
23,0,34,1,3,0,72,95,78,0,2,28,10,0
24,1,17,2,2,0,65,46,82,1,2,3,8,3
27,1,36,1,17,0,94,60,71,1,2,20,6,2
23,1,13,2,0,0,60,54,66,1,0,26,5,3
29,0,20,0,12,1,58,68,58,1,1,9,10,2
23,0,14,2,15,1,52,72,63,0,1,7,7,1
28,0,20,3,11,0,80,88,81,1,1,21,10,0
21,1,8,2,8,0,76,60,67,1,2,5,8,2
24,0,38,0,12,1,78,73,62,1,2,19,6,1
20,0,18,1,4,1,61,63,51,1,2,4,7,2
26,0,34,3,9,1,82,57,66,1,0,16,10,2
25,1,19,3,3,1,90,47,72,1,1,11,9,3
26,0,17,3,9,0,90,85,78,1,2,4,9,0
19,0,10,0,5,1,97,42,77,1,0,17,6,3
18,1,21,3,10,1,88,76,95,1,1,29,4,1
20,0,46,3,15,0,72,87,53,1,0,23,4,0
29,1,7,2,18,0,52,99,97,0,0,19,7,0
21,1,46,0,19,0,60,46,98,1,2,0,7,3
29,1,30,0,5,1,58,51,78,1,2,2,9,3
20,1,10,2,15,1,95,83,62,0,1,1,9,1
29,0,34,2,20,0,88,60,94,1,2,16,9,2
19,0,48,0,13,1,89,41,73,1,0,22,5,3
28,1,14,0,0,1,74,83,66,0,2,8,9,1
19,1,43,1,14,0,87,75,99,0,1,5,9,1
27,1,41,0,4,0,63,60,50,1,2,2,6,2
29,1,9,2,2,1,88,48,75,1,1,27,10,3
24,1,7,3,4,1,52,98,63,1,1,29,7,0
23,0,18,1,14,0,84,66,98,0,0,7,9,2
18,0,38,1,18,1,63,61,52,0,2,0,10,2
26,0,25,2,20,1,86,74,78,0,2,27,10,1
19,0,12,1,17,0,55,89,93,1,2,13,10,0
24,1,47,0,16,1,61,83,65,1,1,0,5,1
23,0,27,1,4,0,93,47,86,1,2,28,7,3
22,1,22,1,14,1,69,88,60,0,2,29,6,0
19,0,19,1,18,1,58,76,90,1,2,30,5,1
24,1,40,1,19,0,60,63,53,1,1,18,6,2
23,1,26,1,17,0,89,86,73,1,2,23,5,0
21,0,36,0,12,1,88,91,93,0,2,12,10,0
27,1,23,1,4,1,100,93,98,0,2,15,8,0
28,0,38,1,9,1,65,62,57,1,2,28,7,2
22,1,12,1,9,0,55,76,76,1,1,3,4,1
21,1,46,2,15,1,98,70,85,1,1,13,10,1
19,1,43,3,17,0,78,90,61,1,1,27,4,0
28,1,27,2,3,1,55,53,84,1,1,7,5,3
19,1,11,2,13,0,57,48,74,0,2,23,5,3
21,0,15,2,14,0,84,70,59,1,2,13,10,1
18,0,7,3,16,1,83,86,66,0,1,16,5,0
24,1,25,3,9,1,51,43,74,1,2,16,9,3
27,1,18,0,1,0,53,78,69,1,0,5,6,1
28,0,16,0,19,1,81,97,70,0,1,27,10,0
18,1,31,0,13,1,55,45,74,1,2,12,7,3
23,1,6,1,6,0,55,50,86,1,2,6,9,3
20,1,33,1,1,1,80,55,66,1,0,27,7,2
29,1,15,0,8,1,51,66,63,0,0,3,10,2
20,1,30,3,7,1,75,82,70,1,0,15,10,1
25,0,20,0,18,1,90,89,50,1,2,8,9,0
25,1,11,1,3,1,89,94,76,1,1,3,9,0
26,1,15,0,18,0,60,47,65,1,2,6,7,3
21,1,16,2,3,1,50,49,94,1,2,21,5,3
23,0,22,3,3,0,60,93,52,0,0,16,5,0
21,1,8,2,9,1,79,95,53,1,2,17,6,0
20,0,47,2,20,0,97,41,100,1,1,29,6,3
24,0,27,2,17,1,56,79,94,1,0,29,4,1
18,0,47,1,15,1,76,77,87,1,2,3,7,1
28,1,37,2,12,1,83,44,89,0,2,16,8,3
27,1,12,2,16,1,95,54,80,1,2,3,4,3
24,0,20,3,1,1,95,75,82,0,1,2,4,1
26,0,21,1,5,1,62,54,79,1,1,21,4,3
26,1,25,0,16,0,71,52,53,1,2,12,5,3
20,0,11,2,6,1,82,75,69,1,2,0,10,1
21,0,38,0,18,1,51,77,70,1,0,27,4,1
21,0,35,2,3,0,85,48,54,1,2,18,9,3
24,0,43,0,20,1,70,41,76,1,2,12,7,3
24,0,37,0,8,1,78,67,92,0,2,3,8,2
21,1,9,0,3,0,81,93,89,1,2,6,8,0
29,1,44,0,16,1,100,88,51,1,1,17,4,0
23,0,28,1,1,1,84,91,52,1,2,22,6,0
27,1,13,3,17,0,93,90,68,1,2,26,4,0
24,1,29,3,6,0,71,94,77,1,2,7,9,0
28,0,12,2,16,0,87,98,54,1,1,7,10,0
28,1,30,3,4,0,53,69,54,1,2,3,9,2
24,1,14,0,4,0,96,69,98,0,2,4,4,2
28,1,33,0,6,0,50,64,55,1,2,2,9,2
22,0,34,3,1,1,75,76,70,1,2,6,10,1
18,1,46,3,14,0,55,71,82,1,2,28,8,1
18,1,8,2,13,0,53,54,99,1,2,14,8,3
29,0,18,2,5,1,55,50,59,0,2,9,7,3
19,1,26,3,9,1,82,73,58,1,2,27,10,1
21,0,39,0,18,0,81,79,98,1,2,9,10,1
27,0,23,0,7,1,70,91,51,1,1,28,6,0
28,1,5,0,19,1,93,66,60,1,1,13,9,2
20,0,5,2,10,0,60,92,90,0,2,15,9,0
24,1,20,1,9,0,84,100,77,1,2,6,10,0
24,0,18,1,2,1,97,66,61,1,2,21,10,2
25,0,44,2,6,1,71,80,81,1,1,11,4,1
25,0,25,0,6,1,99,46,50,0,0,1,6,3
20,0,45,0,10,0,70,57,68,1,2,15,8,2
27,1,6,0,16,0,54,68,75,1,1,27,8,2
19,1,22,1,18,1,98,75,90,1,0,9,7,1
21,0,15,2,7,1,87,89,80,1,0,30,4,0
29,1,16,1,15,0,60,92,86,1,2,14,6,0
19,0,43,3,14,1,87,63,67,1,2,2,8,2
18,0,21,3,14,0,53,67,98,0,1,9,6,2
22,0,39,2,15,1,55,65,97,1,2,3,8,2
29,0,9,3,14,0,72,76,58,0,0,21,4,1
24,1,7,0,5,0,96,71,70,1,1,6,6,1
22,1,33,3,18,1,80,91,97,0,1,30,9,0
19,0,32,1,17,1,61,90,65,1,2,7,8,0
18,1,24,3,3,0,81,87,92,1,2,2,7,0
27,0,43,3,1,0,66,100,60,1,1,20,4,0
26,1,22,3,3,1,91,82,53,0,1,20,4,1
26,0,41,1,9,1,83,72,82,1,0,8,10,1
25,0,41,2,16,1,98,60,54,0,1,12,6,2
28,0,30,1,10,1,99,92,85,1,2,27,4,0
22,0,21,3,13,0,91,57,97,1,2,11,6,2
21,0,45,1,10,1,51,57,91,1,2,19,10,2
28,1,38,2,20,0,90,51,71,1,2,16,5,3
26,0,17,3,2,1,89,57,66,0,1,28,6,2
21,1,17,1,8,1,69,100,53,0,1,26,6,0
29,1,42,1,12,0,62,45,78,1,2,19,4,3
26,0,44,2,0,0,71,58,65,0,1,20,7,2
29,1,10,3,10,0,71,51,88,1,1,26,7,3
29,0,45,2,4,0,82,93,91,0,2,9,6,0
19,1,19,1,2,0,74,46,57,0,2,5,5,3
19,1,46,0,6,1,57,56,84,1,2,8,8,2
19,1,45,2,13,0,84,94,92,0,2,0,8,0
29,0,41,3,9,0,96,67,90,0,0,13,8,2
29,1,27,3,11,0,84,52,80,1,2,26,5,3
21,0,49,1,19,0,91,64,54,1,2,29,9,2
19,0,23,2,10,0,89,90,78,1,0,29,6,0
28,1,15,0,19,1,67,82,62,1,1,29,9,1
23,1,36,3,12,1,74,46,56,1,2,23,8,3
21,0,13,0,6,0,84,81,67,1,2,15,6,1
23,1,29,0,9,1,69,59,87,1,0,27,6,2
21,1,36,2,20,1,95,43,94,1,2,1,10,3
29,1,49,3,2,1,62,41,50,1,2,10,4,3
22,1,41,0,11,0,65,85,94,0,2,3,7,0
29,1,7,2,14,1,94,84,71,0,1,8,4,1
18,1,6,2,3,0,82,93,83,1,0,14,8,0
27,1,49,2,10,1,68,45,72,1,1,10,7,3
23,0,14,0,16,1,50,99,99,1,2,22,4,0
28,1,8,0,0,0,60,85,96,1,1,2,7,0
22,0,26,1,14,1,89,92,70,0,0,10,5,0
26,1,44,1,18,1,56,96,75,1,2,5,6,0
29,0,24,3,17,0,80,71,59,0,2,7,7,1
29,0,15,0,9,1,88,50,62,0,1,12,10,3
29,1,46,3,11,1,93,91,92,0,0,13,8,0
21,0,42,1,5,0,99,93,57,1,1,25,7,0
27,0,46,0,3,1,83,83,83,1,0,11,9,1
27,0,18,3,16,1,81,88,70,1,2,11,6,0
27,0,35,0,19,1,80,47,80,1,1,8,9,3
29,0,24,0,16,1,66,58,61,1,0,30,9,2
27,1,24,1,10,0,98,47,87,0,2,7,6,3
27,1,44,1,20,1,82,90,98,0,1,25,6,0
25,1,32,0,12,0,82,96,62,0,2,5,5,0
29,0,20,2,19,1,75,46,93,0,2,5,6,3
27,0,26,2,7,0,52,49,58,0,2,15,8,3
29,0,27,2,1,1,52,75,83,0,2,30,9,1
22,0,30,0,20,1,81,87,92,1,2,22,8,0
19,0,47,1,12,1,91,83,52,0,0,30,9,1
25,1,39,3,0,0,61,46,76,1,1,3,9,3
22,1,5,2,13,1,95,99,70,1,2,21,5,0
24,1,26,0,17,0,72,67,70,0,2,2,7,2
22,1,38,3,13,1,61,70,80,0,2,20,9,1
18,1,46,0,18,1,87,44,61,1,2,15,5,3
28,0,10,0,17,1,100,44,74,1,0,18,9,3
26,1,43,0,20,1,80,79,100,1,2,24,8,1
21,1,33,1,19,0,82,100,87,1,2,17,8,0
27,1,33,0,3,0,90,71,59,1,1,23,6,1
29,0,13,1,3,1,66,90,91,1,2,30,9,0
25,1,30,2,7,0,86,99,56,0,2,10,5,0
26,1,36,3,0,1,100,59,81,1,0,28,4,2
29,1,17,1,0,1,73,78,80,1,0,3,8,1
18,0,44,2,1,1,75,58,61,0,1,16,9,2
29,0,16,0,14,0,73,47,79,1,2,7,6,3
24,1,42,1,12,1,56,92,94,0,2,28,5,0
20,1,18,3,8,0,63,91,80,0,2,20,10,0
23,0,31,1,10,0,55,47,83,0,2,12,8,3
23,1,38,1,8,1,81,87,59,0,0,24,10,0
26,0,17,2,14,1,94,76,62,1,1,10,4,1
21,0,6,1,13,0,61,40,82,0,2,11,7,3
23,0,38,3,4,0,81,93,67,0,1,14,8,0
24,1,28,1,2,0,85,59,77,1,2,6,7,2
27,1,31,3,20,1,79,90,97,1,2,19,7,0
23,1,29,1,15,1,76,95,53,1,1,29,8,0
18,1,14,2,5,1,88,91,51,1,2,23,9,0
19,1,23,3,0,1,71,53,100,1,2,7,10,3
21,1,47,0,20,0,95,64,64,1,1,25,4,2
26,0,34,3,17,1,73,70,53,1,1,17,8,1
27,1,10,3,1,1,89,71,91,1,0,9,7,1
21,0,36,3,19,0,71,69,88,1,2,30,10,2
23,0,38,0,3,1,84,86,71,1,1,16,5,0
18,0,15,0,0,0,73,55,66,0,2,8,4,2
25,0,27,1,0,0,66,64,55,1,2,21,6,2
21,1,31,3,16,1,91,93,68,0,2,9,6,0
26,1,44,2,1,1,93,43,72,1,2,16,10,3
21,0,49,1,11,1,90,93,61,1,0,25,4,0
24,1,9,1,10,0,81,66,79,1,1,1,6,2
28,1,49,3,10,0,99,82,52,1,1,7,6,1
19,0,26,0,18,0,58,76,92,0,0,23,7,1
24,1,26,0,0,1,72,46,50,1,2,28,7,3
22,1,33,1,19,0,59,82,84,0,1,24,6,1
18,1,20,3,6,1,66,94,63,1,0,13,7,0
19,1,14,0,15,1,74,65,89,1,1,1,10,2
20,1,31,3,6,1,74,90,78,1,1,29,6,0
20,0,27,2,19,1,87,46,77,1,1,8,7,3
24,0,10,2,16,0,100,69,74,0,2,8,10,2
23,0,25,0,19,1,65,75,70,1,2,26,10,1
23,0,28,1,3,1,85,99,64,1,1,28,5,0
25,1,38,0,15,1,93,82,65,1,2,22,4,1
18,0,28,0,9,0,97,94,71,0,2,6,9,0
20,0,49,1,11,1,75,91,61,1,1,4,10,0
24,0,33,0,9,1,66,91,57,1,2,9,4,0
19,1,28,3,5,1,86,55,91,1,1,25,8,2
21,0,45,1,17,0,54,43,96,1,0,29,5,3
21,1,39,2,11,0,65,59,89,1,1,16,9,2
20,1,46,3,0,0,60,69,84,0,2,10,5,2
22,1,11,1,17,1,81,93,71,1,1,15,4,0
29,0,8,2,11,0,87,89,92,1,0,0,7,0
25,1,38,3,5,0,81,72,77,0,2,7,4,1
21,0,46,1,19,1,69,91,64,1,2,13,5,0
22,1,27,2,3,0,90,76,68,1,2,1,7,1
27,0,37,0,1,1,82,61,88,1,1,30,4,2
19,0,27,2,1,1,63,91,95,1,0,12,6,0
23,0,42,0,18,1,60,70,93,0,1,17,10,1
20,0,20,1,2,1,65,41,69,1,2,6,7,3
19,0,42,3,0,1,77,67,69,1,1,0,6,2
29,0,46,3,17,1,93,99,66,1,2,3,8,0
20,1,48,0,4,1,65,90,95,1,1,29,7,0
18,1,14,2,20,0,61,49,69,1,1,25,10,3
24,0,20,0,3,1,85,85,91,1,0,19,4,0
25,0,8,0,0,1,81,98,72,0,0,16,4,0
23,0,30,2,19,1,84,42,68,0,1,16,7,3
24,0,24,1,18,0,98,85,97,1,0,13,8,0
26,1,16,2,2,1,95,51,77,0,1,18,6,3
19,0,23,3,14,0,91,42,59,1,1,26,7,3
28,1,39,0,16,1,95,78,52,0,1,14,10,1
18,0,30,2,11,0,98,90,74,1,2,0,10,0
29,1,22,3,12,1,66,89,84,1,2,26,5,0
25,1,35,3,19,1,68,70,53,1,1,28,9,1
20,0,18,1,10,0,55,79,68,0,1,8,5,1
24,0,5,3,12,0,77,66,77,1,0,11,10,2
18,1,34,0,8,1,77,49,52,1,0,30,5,3
21,0,28,3,7,0,100,68,66,1,0,20,4,2
21,0,15,3,1,1,86,62,65,0,1,10,9,2
29,1,30,2,12,1,61,76,70,1,2,29,8,1
26,0,14,3,19,0,53,48,62,1,1,21,4,3
24,1,10,1,10,0,98,65,62,0,1,18,8,2
19,0,47,0,10,1,86,63,93,1,1,24,7,2
26,0,6,0,6,0,78,80,72,1,1,6,10,1
18,0,16,0,5,0,58,85,82,0,0,4,4,0
29,0,15,0,10,0,79,57,62,1,0,28,5,2
22,0,21,3,20,0,98,94,75,1,0,11,9,0
23,1,40,3,12,0,53,78,75,1,0,19,5,1
28,1,14,0,5,1,99,97,51,1,0,25,8,0
23,0,48,0,1,1,93,75,75,0,1,1,10,1
29,1,10,2,9,1,98,49,100,1,0,22,4,3
29,0,17,0,16,1,53,97,85,1,2,23,9,0
26,1,12,2,20,1,76,87,69,1,2,16,5,0
25,0,9,2,1,0,92,99,96,0,2,15,9,0
25,1,12,2,10,1,74,40,85,1,1,18,4,3
28,1,18,1,17,0,86,75,55,1,2,13,4,1
28,0,23,0,7,0,67,58,66,1,2,20,10,2
21,0,29,1,20,1,90,69,100,0,2,12,5,2
27,0,44,1,11,1,92,45,95,1,2,19,8,3
23,1,12,0,20,1,59,83,87,1,0,17,8,1
28,0,25,0,9,1,66,62,91,1,2,3,8,2
25,1,29,3,17,1,78,51,69,1,1,1,4,3
18,0,18,0,5,0,58,46,60,1,0,24,10,3
28,1,36,3,10,0,76,100,91,1,2,9,6,0
27,1,19,0,10,0,89,85,92,1,0,26,4,0
28,0,13,0,6,1,77,43,92,1,2,8,4,3
20,1,45,1,12,1,58,53,66,1,1,9,4,3
24,0,36,2,13,1,81,55,80,0,0,17,4,2
23,0,25,3,1,0,94,74,74,1,0,10,5,1
29,0,38,0,3,1,88,72,94,1,1,26,9,1
18,0,19,1,11,0,95,96,85,0,1,23,7,0
29,1,29,1,0,0,88,91,64,0,2,7,4,0
28,0,40,1,15,0,74,82,75,1,2,29,5,1
21,0,32,2,20,1,68,100,99,1,2,10,10,0
26,0,13,2,5,0,69,41,89,1,2,25,7,3
18,0,18,0,20,0,63,97,62,1,2,14,7,0
27,0,7,2,12,1,99,74,56,1,0,13,9,1
27,1,23,0,20,1,81,62,53,1,2,29,8,2
18,1,36,0,3,0,63,74,82,0,0,25,7,1
27,1,47,0,14,1,62,86,75,0,1,17,7,0
21,0,36,1,14,1,100,80,69,1,2,0,8,1
19,0,30,2,8,1,54,62,86,1,1,23,9,2
25,1,45,2,5,1,82,49,61,1,1,2,9,3
27,0,20,3,19,0,86,57,67,1,2,28,8,2
27,1,49,1,9,1,68,75,93,1,2,25,9,1
23,0,41,0,6,0,77,51,56,1,2,12,9,3
28,1,26,2,18,1,66,86,75,1,2,30,5,0
18,1,45,3,15,0,67,93,76,1,2,4,8,0
28,1,5,3,12,0,89,97,70,0,1,21,7,0
23,0,34,1,13,1,79,50,72,1,0,28,5,3
21,1,14,2,12,0,53,58,64,1,2,27,10,2
27,1,6,3,7,0,72,74,63,1,1,4,10,1
27,1,15,2,14,1,83,70,59,1,0,9,10,1
23,1,35,1,1,1,51,40,92,1,2,3,8,3
18,0,22,1,12,1,55,63,58,1,2,15,10,2
29,0,18,3,8,1,50,67,78,0,2,16,7,2
26,0,35,3,16,0,88,84,93,1,2,17,8,1
19,1,31,0,10,0,94,69,66,1,1,2,5,2
18,0,7,3,5,1,78,70,54,1,2,13,8,1
20,0,14,0,15,1,93,96,65,0,1,25,7,0
24,1,20,3,8,1,89,53,86,0,1,10,5,3
20,1,40,1,4,1,83,75,95,0,1,9,9,1
21,1,6,0,0,0,64,71,75,1,2,28,4,1
21,0,46,1,10,1,59,89,61,1,1,30,8,0
25,1,9,1,13,1,71,84,52,1,2,26,7,1
29,0,17,3,17,0,71,43,79,1,2,11,4,3
21,0,36,1,13,0,73,60,98,1,1,29,4,2
19,0,21,3,0,0,56,43,87,0,2,13,7,3
21,1,30,2,20,0,79,94,58,1,2,18,9,0
21,1,15,2,18,0,99,44,58,1,2,19,9,3
29,0,14,3,4,0,80,81,61,0,1,6,5,1
24,1,48,1,10,1,54,41,97,1,1,11,4,3
18,0,25,2,15,0,72,40,81,0,2,28,10,3
24,0,46,3,0,0,92,64,63,1,1,9,6,2
23,0,20,1,13,0,61,82,72,0,2,20,6,1
21,1,15,1,13,1,62,61,99,0,0,27,9,2
21,0,47,1,14,1,81,46,64,0,2,29,9,3
22,1,49,0,16,1,51,58,87,1,2,20,7,2
20,0,22,0,11,0,64,98,91,1,1,0,10,0
18,0,47,1,15,1,75,52,70,1,1,1,5,3
22,1,44,2,10,1,77,74,86,1,0,5,7,1
22,0,37,1,13,1,74,89,76,1,2,27,5,0
29,1,32,2,4,1,74,65,60,1,2,29,9,2
23,0,13,2,7,1,97,90,60,1,0,1,5,0
28,1,31,3,5,0,66,64,87,1,1,0,5,2
27,0,17,3,11,1,83,81,62,1,0,23,7,1
21,0,19,1,10,1,76,61,86,1,1,28,9,2
29,1,40,0,8,1,96,53,69,0,2,14,4,3
22,1,7,3,10,1,91,45,67,1,1,18,5,3
25,0,11,3,16,1,51,91,89,0,2,22,5,0
25,1,19,2,8,1,51,77,50,1,2,0,6,1
27,1,11,0,14,0,67,82,54,1,2,11,4,1
26,1,42,0,17,1,68,58,92,1,2,14,8,2
28,1,8,1,2,1,66,100,82,1,0,7,6,0
25,0,17,2,4,1,74,59,74,1,1,21,4,2
27,1,43,3,1,0,95,50,94,0,0,13,6,3
27,1,20,0,19,1,50,99,100,1,1,24,10,0
26,1,21,3,0,0,55,78,52,1,2,2,9,1
21,1,17,1,1,1,66,85,53,0,2,9,9,0
26,1,10,3,1,0,73,45,93,1,2,22,8,3
28,0,42,0,1,1,76,81,53,1,2,24,7,1
18,1,30,0,12,0,66,49,79,1,2,23,5,3
20,1,35,1,9,0,54,55,77,1,0,25,4,2
18,0,43,2,9,0,58,52,95,1,1,26,4,3
25,1,34,2,7,0,65,79,85,0,2,11,5,1
28,0,8,3,6,1,73,54,89,0,0,27,4,3
29,0,6,2,3,0,71,56,76,1,1,17,5,2
21,0,46,3,2,0,99,89,55,0,1,8,6,0
24,0,39,0,0,0,86,56,59,0,2,11,7,2
25,0,26,0,13,0,78,66,78,0,1,16,4,2
29,0,46,2,6,0,82,41,53,0,2,16,4,3
22,0,7,0,14,1,92,84,79,1,2,23,6,1
27,1,37,0,6,1,68,54,84,0,0,15,8,3
19,1,47,3,8,0,71,49,67,1,0,30,5,3
25,0,6,2,5,1,67,65,75,0,2,11,9,2
21,1,12,0,11,1,95,46,68,0,2,7,10,3
19,0,6,1,10,1,62,69,50,1,1,2,5,2
25,0,8,3,2,1,56,62,50,1,0,20,8,2
23,1,29,0,1,0,96,62,89,1,2,0,10,2
23,0,34,2,19,1,100,50,97,1,2,11,6,3
18,0,40,2,7,0,59,100,98,1,1,21,6,0
18,1,40,1,6,1,92,56,74,1,0,29,5,2
24,0,27,2,14,0,78,62,59,1,2,17,8,2
19,1,41,1,3,0,88,99,88,1,2,13,6,0
25,0,29,3,12,1,59,71,93,1,2,22,7,1
18,0,26,1,17,0,75,85,52,1,2,0,7,0
22,1,37,0,20,1,51,81,67,1,2,30,8,1
25,1,5,3,19,1,81,79,75,1,2,23,7,1
26,0,25,3,1,0,98,88,64,1,2,4,4,0
28,0,8,3,15,0,57,92,59,1,0,9,4,0
26,1,35,3,1,1,93,65,57,1,2,18,6,2
20,1,9,3,19,1,50,81,50,0,2,5,6,1
20,1,42,3,13,0,66,83,55,1,1,13,6,1
24,1,27,3,11,0,79,100,97,1,2,26,5,0
28,0,5,3,12,1,68,54,61,1,2,24,5,3
18,1,43,3,20,1,52,95,59,1,2,5,8,0
28,1,18,2,12,1,96,60,64,1,2,29,6,2
